postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines,Latitude,Longitude
AB544JL,AB54 4JL,AB,66.7,60.9,79.67,,24.0,63.9,63.9,,19.5,15.1,20.0,,1.0,16.3,16.3,,0,0,0,1,12,0,12,312.0,142.0,,83.0,331.0,331.0,,,
AB544JN,AB54 4JN,AB,64.4,59.7,78.12,,14.0,61.8,61.8,,19.0,16.5,20.0,,12.0,16.7,16.7,,0,0,0,1,22,0,22,411.0,153.0,,205.0,420.0,420.0,,,
AB544JP,AB54 4JP,AB,52.8,50.2,64.85,,,50.2,50.2,,11.4,12.3,18.52,,,12.3,12.3,,0,0,0,0,19,0,19,336.0,180.0,,,336.0,336.0,,,
AB544JQ,AB54 4JQ,AB,49.9,50.5,71.04,,,50.5,50.5,,9.9,11.4,20.0,,,11.3,11.3,,0,0,0,0,6,0,6,434.0,269.0,,,434.0,434.0,,,
AB544JT,AB54 4JT,AB,38.2,37.6,49.49,,24.0,41.3,41.3,,7.6,6.8,8.64,,4.0,7.5,7.5,,0,0,0,1,4,0,4,503.0,548.0,,375.0,536.0,536.0,,,
AB544JX,AB54 4JX,AB,14.3,13.9,15.36,,13.8,,,,1.2,1.2,1.22,,1.2,,,,0,0,0,5,0,0,0,503.0,285.0,,503.0,,,,,
AB544LL,AB54 4LL,AB,9.3,11.7,23.12,5.7,17.7,,,,1.0,1.0,1.25,1.0,1.0,,,,0,1,2,3,0,0,0,215.0,200.0,278.0,152.0,,,,,
AB544NH,AB54 4NH,AB,76.3,60.0,79.67,10.0,19.3,70.6,70.6,,19.5,13.9,20.0,1.0,1.8,16.9,16.9,,0,0,1,4,20,0,20,411.0,319.0,200.0,531.0,397.0,397.0,,,
AB544NL,AB54 4NL,AB,63.2,55.8,79.67,6.0,,68.3,68.3,,15.5,13.2,20.0,1.0,,16.5,16.5,,0,0,1,0,4,0,4,287.0,35.0,4.0,,358.0,358.0,,,
AB544NN,AB54 4NN,AB,76.3,153.2,1000.0,8.0,17.0,76.1,179.3,626.7,20.0,25.9,115.0,0.0,1.0,19.2,30.6,80.0,0,0,1,2,13,3,16,485.0,348.0,1.0,237.0,532.0,546.0,609.0,,
AB544NP,AB54 4NP,AB,57.1,53.5,79.67,4.5,23.0,61.7,61.7,,13.8,12.8,20.0,0.5,5.7,14.8,14.8,,0,1,1,3,23,0,23,349.0,317.0,6.0,708.0,316.0,316.0,,,
AB544NY,AB54 4NY,AB,59.8,59.6,79.75,10.0,14.0,64.6,64.6,,18.6,14.9,20.0,1.0,1.0,16.3,16.3,,0,0,1,1,19,0,19,564.0,555.0,177.0,229.0,602.0,602.0,,,
AB544PD,AB54 4PD,AB,5.5,5.5,6.89,5.5,,,,,0.7,0.6,0.82,0.7,,,,,0,3,3,0,0,0,0,97.0,63.0,97.0,,,,,,
AB544PL,AB54 4PL,AB,32.8,30.3,54.78,,16.8,41.2,41.2,,5.7,5.6,10.0,,2.0,8.6,8.6,,0,0,0,4,5,0,5,314.0,213.0,,441.0,212.0,212.0,,,
AB544PQ,AB54 4PQ,AB,6.2,21.8,54.78,3.3,,49.5,49.5,,0.7,2.0,6.86,1.0,,4.0,4.0,,1,1,1,0,2,0,2,31.0,32.0,8.0,,50.0,50.0,,,
AB544PT,AB54 4PT,AB,22.4,25.5,53.3,6.0,19.2,40.5,40.5,,5.8,4.7,10.0,1.0,3.4,7.7,7.7,,0,1,2,5,6,0,6,382.0,237.0,200.0,188.0,634.0,634.0,,,
AB544PW,AB54 4PW,AB,20.8,21.1,24.18,,21.0,,,,1.2,1.2,1.28,,1.2,,,,0,0,0,5,0,0,0,182.0,120.0,,182.0,,,,,
AB544PY,AB54 4PY,AB,15.8,41.9,160.0,5.0,15.4,98.3,98.3,,1.2,7.4,30.0,0.0,1.2,20.0,20.0,,0,1,0,5,3,0,3,276.0,178.0,77.0,144.0,561.0,561.0,,,
AB544QA,AB54 4QA,AB,54.8,82.9,550.0,5.3,,56.9,106.2,550.0,10.0,15.1,75.0,1.0,,13.1,19.3,75.0,0,2,1,0,9,1,10,234.0,63.0,19.0,,236.0,252.0,395.0,,
AB544QF,AB54 4QF,AB,68.9,59.3,79.67,4.7,,67.0,67.0,,19.5,15.3,20.0,0.7,,17.4,17.4,,0,2,1,0,21,0,21,468.0,198.0,123.0,,518.0,518.0,,,
AB544QL,AB54 4QL,AB,160.0,385.0,1000.0,,,125.0,385.0,775.0,30.0,52.0,115.0,,,23.3,52.0,95.0,0,0,0,0,3,2,5,496.0,512.0,,,394.0,496.0,649.0,,
AB544QP,AB54 4QP,AB,36.4,39.8,64.23,,23.0,46.4,46.4,,7.2,8.6,19.32,,4.0,10.6,10.6,,0,0,0,2,5,0,5,202.0,139.0,,284.0,169.0,169.0,,,
AB544QR,AB54 4QR,AB,6.2,6.4,11.61,5.0,11.0,,,,0.8,0.8,1.14,0.7,1.0,,,,1,2,4,2,0,0,0,174.0,187.0,106.0,413.0,,,,,
AB544QS,AB54 4QS,AB,2.6,4.1,9.35,4.2,,,,,0.4,0.7,1.16,0.7,,,,,3,1,2,0,0,0,0,67.0,48.0,67.0,,,,,,
AB544RL,AB54 4RL,AB,5.5,4.6,6.24,4.6,,,,,1.0,0.8,1.12,0.9,,,,,0,3,4,0,0,0,0,98.0,69.0,84.0,,,,,,
AB544RR,AB54 4RR,AB,53.6,56.6,79.67,,,56.6,56.6,,9.9,12.6,20.0,,,12.6,12.6,,0,0,0,0,5,0,5,394.0,164.0,,,394.0,394.0,,,
AB544SB,AB54 4SB,AB,4.8,5.0,9.25,5.0,,,,,1.1,1.0,1.15,0.9,,,,,1,7,6,0,0,0,0,155.0,122.0,155.0,,,,,,
AB544SF,AB54 4SF,AB,9.2,10.7,16.38,7.3,14.0,,,,1.2,1.1,1.23,1.0,1.3,,,,0,0,3,3,0,0,0,269.0,155.0,252.0,286.0,,,,,
AB544SG,AB54 4SG,AB,6.2,6.2,7.46,6.2,,,,,1.1,1.0,1.18,1.0,,,,,0,1,8,0,0,0,0,114.0,77.0,102.0,,,,,,
AB544SH,AB54 4SH,AB,14.1,12.3,20.39,5.7,16.2,,,,1.2,1.1,1.22,1.0,1.2,,,,0,1,2,5,0,0,0,163.0,100.0,61.0,223.0,,,,,
AB544SJ,AB54 4SJ,AB,6.0,5.6,7.71,5.7,,,,,0.8,0.9,1.23,0.8,,,,,0,2,4,0,0,0,0,140.0,40.0,140.0,,,,,,
AB544SL,AB54 4SL,AB,3.4,3.3,4.27,3.3,,,,,0.4,0.5,0.8,0.5,,,,,0,6,0,0,0,0,0,134.0,156.0,134.0,,,,,,
AB544SN,AB54 4SN,AB,67.5,100.9,330.0,7.3,,113.8,157.0,330.0,15.0,17.9,50.0,1.0,,22.5,28.0,50.0,0,0,3,0,4,1,5,415.0,321.0,225.0,,533.0,529.0,512.0,,
AB544SR,AB54 4SR,AB,6.4,6.5,8.63,6.5,,,,,1.1,1.1,1.21,1.1,,,,,0,1,10,0,0,0,0,161.0,147.0,161.0,,,,,,
AB544SY,AB54 4SY,AB,2.3,2.8,6.11,2.9,,,,,0.5,0.5,0.79,0.6,,,,,3,3,1,0,0,0,0,92.0,92.0,92.0,,,,,,
AB544TB,AB54 4TB,AB,2.4,2.6,3.87,2.7,,,,,0.4,0.5,0.75,0.5,,,,,3,3,0,0,0,0,0,175.0,81.0,175.0,,,,,,
AB544TD,AB54 4TD,AB,12.0,11.0,17.33,6.5,14.6,,,,1.2,1.1,1.22,1.0,1.2,,,,0,1,3,5,0,0,0,231.0,98.0,249.0,216.0,,,,,
AB544TH,AB54 4TH,AB,7.1,9.1,16.03,6.3,14.0,,,,1.1,1.0,1.25,0.9,1.0,,,,0,1,6,4,0,0,0,185.0,113.0,182.0,191.0,,,,,
AB544TL,AB54 4TL,AB,54.8,49.8,79.67,8.0,17.3,67.1,67.1,,10.0,11.3,20.0,0.0,3.0,15.8,15.8,,0,0,1,3,8,0,8,219.0,184.0,32.0,222.0,241.0,241.0,,,
AB544TQ,AB54 4TQ,AB,78.1,71.1,79.67,,,71.1,71.1,,19.5,18.4,20.0,,,18.3,18.3,,0,0,0,0,9,0,9,332.0,339.0,,,332.0,332.0,,,
AB544TR,AB54 4TR,AB,42.0,47.2,73.12,,,47.2,47.2,,7.3,9.1,20.0,,,9.2,9.2,,0,0,0,0,6,0,6,393.0,282.0,,,393.0,393.0,,,
AB544TU,AB54 4TU,AB,10.9,10.5,13.99,7.0,11.8,,,,1.1,1.1,1.29,1.0,1.2,,,,0,1,1,5,0,0,0,170.0,187.0,182.0,165.0,,,,,
AB544TZ,AB54 4TZ,AB,56.7,59.7,79.66,,20.0,62.3,62.3,,12.1,13.5,20.0,,3.0,14.3,14.3,,0,0,0,1,15,0,15,466.0,379.0,,579.0,458.0,458.0,,,
AB544UA,AB54 4UA,AB,7.6,7.7,10.32,7.2,10.0,,,,0.8,0.8,1.18,0.8,1.0,,,,0,0,5,1,0,0,0,138.0,97.0,125.0,67.0,,,,,
AB544UN,AB54 4UN,AB,25.0,25.6,33.85,,20.7,33.5,33.5,,5.4,5.8,7.99,,4.7,7.5,7.5,,0,0,0,3,2,0,2,365.0,289.0,,489.0,180.0,180.0,,,
AB544UQ,AB54 4UQ,AB,21.7,21.4,26.0,,21.3,,,,1.6,1.8,3.25,,1.8,,,,0,0,0,9,0,0,0,143.0,84.0,,143.0,,,,,
AB544UR,AB54 4UR,AB,6.4,8.6,17.1,6.5,17.0,,,,1.1,1.0,1.23,1.0,1.0,,,,0,0,4,1,0,0,0,222.0,218.0,223.0,218.0,,,,,
AB544UT,AB54 4UT,AB,3.0,3.1,4.32,3.2,,,,,0.8,0.7,0.91,0.7,,,,,0,6,0,0,0,0,0,68.0,65.0,45.0,,,,,,
AB544UU,AB54 4UU,AB,3.1,3.3,5.0,3.2,,,,,0.4,0.7,1.15,0.6,,,,,2,2,1,0,0,0,0,89.0,103.0,89.0,,,,,,
AB544UX,AB54 4UX,AB,3.3,3.2,3.98,3.2,,,,,0.7,0.6,0.83,0.6,,,,,0,5,0,0,0,0,0,84.0,79.0,67.0,,,,,,
AB544WU,AB54 4WU,AB,39.0,39.2,48.71,,,39.2,39.2,,8.3,8.2,10.0,,,8.3,8.3,,0,0,0,0,12,0,12,1271.0,837.0,,,1271.0,1271.0,,,
AB544WW,AB54 4WW,AB,39.1,33.7,55.45,7.2,,40.7,40.7,,7.8,7.0,13.25,0.8,,8.6,8.6,,0,0,5,0,19,0,19,520.0,293.0,74.0,,609.0,609.0,,,
AB544WX,AB54 4WX,AB,38.6,38.1,43.89,,,38.1,38.1,,7.1,7.1,8.15,,,7.1,7.1,,0,0,0,0,10,0,10,807.0,834.0,,,807.0,807.0,,,
AB544XA,AB54 4XA,AB,2.1,2.3,4.12,2.2,,,,,0.4,0.6,0.95,0.6,,,,,6,7,0,0,0,0,0,56.0,17.0,56.0,,,,,,
AB544XP,AB54 4XP,AB,12.3,12.1,15.85,8.5,13.6,,,,1.2,1.1,1.21,1.0,1.2,,,,0,0,2,5,0,0,0,443.0,461.0,352.0,480.0,,,,,
AB544XS,AB54 4XS,AB,6.2,7.0,9.35,7.0,,,,,1.1,0.9,1.16,0.9,,,,,0,0,7,0,0,0,0,194.0,91.0,194.0,,,,,,
AB546BA,AB54 6BA,AB,3.4,3.7,6.8,3.6,,,,,0.7,0.6,0.72,0.6,,,,,1,2,2,0,0,0,0,111.0,133.0,111.0,,,,,,
AB546BE,AB54 6BE,AB,6.2,5.3,6.85,5.3,,,,,0.9,0.8,1.12,0.8,,,,,1,1,4,0,0,0,0,234.0,256.0,234.0,,,,,,
AB546BF,AB54 6BF,AB,70.6,65.5,79.67,,,65.5,65.5,,19.8,17.2,20.0,,,17.3,17.3,,0,0,0,0,8,0,8,570.0,171.0,,,570.0,570.0,,,
AB546BY,AB54 6BY,AB,38.2,36.2,43.84,,23.0,38.3,38.3,,8.0,7.4,9.99,,1.0,8.5,8.5,,0,0,0,1,6,0,6,446.0,383.0,,95.0,505.0,505.0,,,
AB546DA,AB54 6DA,AB,76.6,71.0,79.67,,,71.0,71.0,,19.8,17.9,20.0,,,17.8,17.8,,0,0,0,0,5,0,5,302.0,352.0,,,302.0,302.0,,,
AB546DH,AB54 6DH,AB,39.8,40.6,61.22,,23.0,43.5,43.5,,10.0,11.1,19.53,,10.0,11.3,11.3,,0,0,0,1,6,0,6,509.0,337.0,,1139.0,404.0,404.0,,,
AB546EE,AB54 6EE,AB,21.4,23.4,38.87,7.0,19.8,38.5,38.5,,6.0,4.5,8.93,1.0,4.3,7.0,7.0,,0,0,1,4,2,0,2,348.0,124.0,746.0,58.0,732.0,732.0,,,
AB546EN,AB54 6EN,AB,37.6,39.9,62.36,,20.7,49.5,49.5,,8.8,7.4,11.56,,3.7,9.2,9.2,,0,0,0,3,6,0,6,493.0,400.0,,423.0,529.0,529.0,,,
AB546EQ,AB54 6EQ,AB,54.8,54.7,76.33,,,54.6,54.6,,10.0,12.7,20.0,,,12.8,12.8,,0,0,0,0,5,0,5,632.0,352.0,,,632.0,632.0,,,
AB546ES,AB54 6ES,AB,11.8,12.5,22.82,6.7,18.3,,,,1.2,1.1,1.19,1.0,1.3,,,,0,1,2,3,0,0,0,208.0,138.0,292.0,123.0,,,,,
AB546HQ,AB54 6HQ,AB,54.8,55.8,66.73,,,55.8,55.8,,10.0,10.6,17.0,,,10.6,10.6,,0,0,0,0,5,0,5,135.0,33.0,,,135.0,135.0,,,
AB546HS,AB54 6HS,AB,37.9,40.6,78.09,8.0,21.2,52.2,52.2,,8.6,8.1,20.0,5.0,1.2,11.5,11.5,,0,0,1,6,13,0,13,219.0,115.0,412.0,68.0,275.0,275.0,,,
AB546HX,AB54 6HX,AB,60.1,56.7,79.91,8.0,22.0,64.5,64.5,,15.4,14.0,20.0,1.0,5.5,16.0,16.0,,0,0,1,2,15,0,15,438.0,241.0,202.0,205.0,484.0,484.0,,,
AB546HY,AB54 6HY,AB,39.8,40.5,47.49,,,40.6,40.6,,5.9,6.2,7.54,,,6.2,6.2,,0,0,0,0,5,0,5,68.0,68.0,,,68.0,68.0,,,
AB546JA,AB54 6JA,AB,71.2,69.2,79.85,,,69.1,69.1,,15.8,14.2,20.0,,,14.3,14.3,,0,0,0,0,8,0,8,544.0,516.0,,,544.0,544.0,,,
AB546JD,AB54 6JD,AB,38.6,34.0,50.02,,19.0,44.0,44.0,,7.7,6.3,9.95,,2.5,8.8,8.8,,0,0,0,4,6,0,6,160.0,157.0,,45.0,210.0,210.0,,,
AB546JQ,AB54 6JQ,AB,79.7,74.6,79.67,,,74.6,74.6,,20.0,18.0,20.0,,,18.0,18.0,,0,0,0,0,5,0,5,368.0,103.0,,,368.0,368.0,,,
AB546XN,AB54 6XN,AB,6.7,7.2,11.8,5.5,10.8,,,,1.0,0.9,1.2,0.8,1.0,,,,0,3,5,4,0,0,0,126.0,118.0,115.0,148.0,,,,,
AB546XS,AB54 6XS,AB,3.0,3.5,6.62,3.4,,,,,0.8,0.9,1.13,0.8,,,,,1,3,1,0,0,0,0,158.0,156.0,158.0,,,,,,
AB547JR,AB54 7JR,AB,10.8,11.1,17.23,6.5,14.0,,,,1.2,1.0,1.19,1.0,1.0,,,,0,1,1,3,0,0,0,155.0,157.0,217.0,113.0,,,,,
AB547JS,AB54 7JS,AB,25.9,30.0,54.83,,22.5,45.0,45.0,,5.3,5.2,10.0,,3.3,9.0,9.0,,0,0,0,4,2,0,2,267.0,210.0,,294.0,80.0,80.0,,,
AB547JX,AB54 7JX,AB,14.0,13.9,14.33,,13.8,,,,0.8,0.9,1.06,,1.0,,,,0,0,0,5,0,0,0,213.0,206.0,,213.0,,,,,
AB547LB,AB54 7LB,AB,6.8,6.8,9.98,6.8,,,,,0.8,0.9,1.16,0.8,,,,,0,2,3,0,0,0,0,263.0,258.0,263.0,,,,,,
AB547LD,AB54 7LD,AB,14.3,14.1,19.27,5.0,16.5,,,,1.2,1.2,1.26,1.0,1.3,,,,0,1,0,4,0,0,0,146.0,135.0,133.0,149.0,,,,,
AB547LE,AB54 7LE,AB,55.6,58.1,79.67,,,58.0,58.0,,12.1,14.0,20.0,,,14.0,14.0,,0,0,0,0,6,0,6,353.0,316.0,,,353.0,353.0,,,
AB547LG,AB54 7LG,AB,54.8,49.3,57.42,,,49.4,49.4,,10.0,11.2,16.23,,,11.2,11.2,,0,0,0,0,5,0,5,356.0,387.0,,,356.0,356.0,,,
AB547LJ,AB54 7LJ,AB,20.8,18.1,23.9,7.5,20.8,,,,1.2,1.1,1.27,1.0,1.3,,,,0,0,2,8,0,0,0,179.0,133.0,99.0,177.0,,,,,
AB547LQ,AB54 7LQ,AB,21.9,20.5,22.74,,20.5,,,,1.2,1.2,1.23,,1.2,,,,0,0,0,6,0,0,0,195.0,44.0,,195.0,,,,,
AB547LR,AB54 7LR,AB,17.7,16.0,20.19,8.0,18.0,,,,1.2,1.2,1.3,1.0,1.3,,,,0,0,2,8,0,0,0,380.0,98.0,18.0,471.0,,,,,
AB547LT,AB54 7LT,AB,79.7,69.1,79.91,8.0,,71.9,71.9,,20.0,17.2,20.0,0.0,,18.0,18.0,,0,0,1,0,22,0,22,580.0,349.0,0.0,,553.0,553.0,,,
AB547LW,AB54 7LW,AB,9.7,15.6,54.78,6.0,15.5,55.0,55.0,,1.1,2.4,10.0,1.0,1.0,10.0,10.0,,1,0,3,2,1,0,1,276.0,25.0,92.0,673.0,221.0,221.0,,,
AB547LX,AB54 7LX,AB,59.8,59.1,79.67,,,59.2,59.2,,16.2,14.9,20.0,,,15.0,15.0,,0,0,0,0,5,0,5,504.0,341.0,,,504.0,504.0,,,
AB547NF,AB54 7NF,AB,48.8,47.1,68.83,,21.0,49.7,49.7,,10.0,11.5,19.94,,1.0,12.6,12.6,,0,0,0,1,10,0,10,254.0,91.0,,54.0,274.0,274.0,,,
AB547NU,AB54 7NU,AB,6.7,7.1,10.52,6.3,11.0,,,,0.9,0.8,1.08,0.8,1.0,,,,0,1,3,1,0,0,0,100.0,56.0,123.0,6.0,,,,,
AB547NX,AB54 7NX,AB,15.1,13.8,19.28,7.5,15.8,,,,1.2,1.2,1.23,1.0,1.2,,,,0,0,2,6,0,0,0,149.0,109.0,130.0,156.0,,,,,
AB547PE,AB54 7PE,AB,5.6,6.9,12.56,5.5,13.0,,,,0.8,0.8,0.9,0.8,1.0,,,,0,1,3,1,0,0,0,83.0,34.0,96.0,34.0,,,,,
AB547PH,AB54 7PH,AB,14.1,17.5,39.84,7.2,16.0,36.3,36.3,,1.2,3.5,11.54,1.0,1.3,9.3,9.3,,0,1,4,3,3,0,3,201.0,111.0,102.0,305.0,261.0,261.0,,,
AB547QN,AB54 7QN,AB,49.6,48.7,71.86,5.0,,56.0,56.0,,10.0,12.7,20.0,1.0,,14.7,14.7,,0,0,1,0,6,0,6,596.0,136.0,106.0,,677.0,677.0,,,
AB547SD,AB54 7SD,AB,54.8,58.8,79.67,,,58.8,58.8,,10.0,14.0,20.0,,,14.0,14.0,,0,0,0,0,5,0,5,150.0,58.0,,,150.0,150.0,,,
AB547SE,AB54 7SE,AB,74.4,68.8,79.67,,27.0,71.4,71.4,,19.5,17.1,20.0,,7.0,17.8,17.8,,0,0,0,1,16,0,16,1025.0,860.0,,580.0,1052.0,1052.0,,,
AB547SJ,AB54 7SJ,AB,20.0,22.8,46.52,,19.1,37.3,37.3,,2.5,3.3,8.78,,2.4,6.9,6.9,,0,0,0,31,8,0,8,333.0,230.0,,297.0,471.0,471.0,,,
AB547SL,AB54 7SL,AB,17.8,18.6,31.14,8.5,19.3,31.0,31.0,,2.6,3.2,7.1,2.0,3.0,7.0,7.0,,0,0,2,11,1,0,1,228.0,115.0,52.0,268.0,135.0,135.0,,,
AB547SP,AB54 7SP,AB,73.3,71.8,78.12,,,71.8,71.8,,19.5,19.0,19.98,,,19.0,19.0,,0,0,0,0,5,0,5,442.0,450.0,,,442.0,442.0,,,
AB547SQ,AB54 7SQ,AB,54.8,60.8,79.66,,,60.8,60.8,,10.0,13.3,20.0,,,13.4,13.4,,0,0,0,0,11,0,11,304.0,198.0,,,304.0,304.0,,,
AB547ST,AB54 7ST,AB,76.6,59.7,79.67,10.0,22.0,70.1,70.1,,17.9,13.6,20.0,1.0,1.0,16.8,16.8,,0,0,1,2,12,0,12,540.0,179.0,7.0,171.0,646.0,646.0,,,
AB547SY,AB54 7SY,AB,54.8,52.5,79.91,,20.0,59.5,59.5,,10.0,12.4,20.0,,1.3,14.7,14.7,,0,0,0,3,14,0,14,240.0,60.0,,23.0,269.0,269.0,,,
AB547TA,AB54 7TA,AB,74.5,70.2,79.66,,,70.3,70.3,,19.4,18.8,20.0,,,18.9,18.9,,0,0,0,0,8,0,8,676.0,265.0,,,592.0,592.0,,,
AB547TB,AB54 7TB,AB,57.0,57.0,79.63,,24.0,59.1,59.1,,14.1,13.7,20.0,,1.0,14.5,14.5,,0,0,0,1,15,0,15,199.0,117.0,,2.0,212.0,212.0,,,
AB547TD,AB54 7TD,AB,70.4,64.9,79.67,,,64.8,64.8,,19.5,16.6,20.0,,,16.6,16.6,,0,0,0,0,13,0,13,449.0,324.0,,,449.0,449.0,,,
AB547TE,AB54 7TE,AB,57.1,54.1,78.12,,25.7,59.1,59.1,,11.1,12.1,20.0,,3.0,13.7,13.7,,0,0,0,3,17,0,17,289.0,158.0,,222.0,301.0,301.0,,,
AB547TF,AB54 7TF,AB,34.3,33.2,56.68,6.0,20.8,39.8,39.8,,7.5,6.7,12.73,1.0,4.4,8.1,8.1,,0,0,1,8,19,0,19,322.0,141.0,16.0,285.0,353.0,353.0,,,
AB547TG,AB54 7TG,AB,58.9,58.2,79.67,,22.0,62.8,62.8,,16.8,14.7,20.0,,6.5,15.7,15.7,,0,0,0,2,16,0,16,404.0,278.0,,153.0,436.0,436.0,,,
AB547TH,AB54 7TH,AB,56.1,57.1,79.67,,23.3,60.9,60.9,,13.0,13.3,20.0,,2.0,14.6,14.6,,0,0,0,3,27,0,27,328.0,143.0,,46.0,360.0,360.0,,,
AB547TJ,AB54 7TJ,AB,54.8,58.0,78.12,,,58.0,58.0,,12.4,13.9,19.53,,,13.8,13.8,,0,0,0,0,11,0,11,1013.0,257.0,,,1013.0,1013.0,,,
AB547TL,AB54 7TL,AB,70.5,61.9,79.67,,22.5,66.9,66.9,,17.5,14.2,20.0,,1.5,15.8,15.8,,0,0,0,2,16,0,16,301.0,148.0,,74.0,329.0,329.0,,,
AB547TQ,AB54 7TQ,AB,59.2,55.6,79.52,2.0,29.0,60.1,60.1,,11.7,13.3,20.0,1.0,10.0,14.2,14.2,,0,1,0,1,18,0,18,515.0,243.0,5.0,216.0,560.0,560.0,,,
AB547TS,AB54 7TS,AB,48.8,43.9,79.75,5.0,20.4,55.9,55.9,,8.3,8.8,20.0,1.0,2.4,11.8,11.8,,0,1,0,7,17,0,17,377.0,239.0,165.0,191.0,467.0,467.0,,,
AB547TZ,AB54 7TZ,AB,48.0,56.3,76.33,,,56.4,56.4,,9.5,12.4,20.0,,,12.4,12.4,,0,0,0,0,5,0,5,267.0,167.0,,,267.0,267.0,,,
AB547UF,AB54 7UF,AB,38.2,35.0,57.67,10.0,29.0,39.4,39.4,,7.7,7.0,10.0,1.0,6.0,8.0,8.0,,0,0,1,1,7,0,7,295.0,237.0,74.0,137.0,349.0,349.0,,,
AB547UG,AB54 7UG,AB,46.7,48.4,78.12,8.0,,52.9,52.9,,10.0,10.9,19.53,0.0,,12.1,12.1,,0,0,1,0,9,0,9,485.0,166.0,124.0,,526.0,526.0,,,
AB547UN,AB54 7UN,AB,17.5,33.4,79.67,4.0,17.8,79.5,79.5,,1.9,7.1,20.0,1.0,2.3,20.0,20.0,,0,1,0,4,2,0,2,420.0,360.0,62.0,301.0,837.0,837.0,,,
AB547UR,AB54 7UR,AB,18.8,19.9,31.71,9.0,16.0,31.5,31.5,,5.0,4.1,6.59,1.0,4.0,6.0,6.0,,0,0,1,3,2,0,2,204.0,184.0,21.0,261.0,212.0,212.0,,,
AB547WA,AB54 7WA,AB,39.8,39.8,54.78,,13.0,42.5,42.5,,6.9,6.8,10.0,,1.0,7.5,7.5,,0,0,0,1,10,0,10,327.0,309.0,,8.0,359.0,359.0,,,
AB547XE,AB54 7XE,AB,22.0,23.3,38.16,6.0,19.5,36.0,36.0,,3.0,4.6,9.3,1.0,2.5,8.5,8.5,,0,0,1,2,2,0,2,232.0,217.0,9.0,260.0,316.0,316.0,,,
AB547XH,AB54 7XH,AB,33.1,31.4,44.15,,21.0,42.0,42.0,,6.6,5.6,7.56,,4.7,6.7,6.7,,0,0,0,3,3,0,3,241.0,147.0,,367.0,116.0,116.0,,,
AB547XR,AB54 7XR,AB,76.4,71.7,79.67,,,71.7,71.7,,19.5,17.8,20.0,,,17.8,17.8,,0,0,0,0,10,0,10,359.0,102.0,,,359.0,359.0,,,
AB547XT,AB54 7XT,AB,1.8,2.1,3.24,2.1,,,,,0.4,0.5,0.78,0.5,,,,,5,3,0,0,0,0,0,91.0,70.0,91.0,,,,,,
AB547YY,AB54 7YY,AB,10.1,21.1,80.0,6.7,16.0,80.0,80.0,,1.2,3.7,20.0,0.7,1.3,20.0,20.0,,0,1,2,3,1,0,1,478.0,136.0,92.0,977.0,136.0,136.0,,,
AB548AB,AB54 8AB,AB,55.0,54.6,76.33,,16.0,59.5,59.5,,18.7,14.9,20.0,,1.0,16.6,16.6,,0,0,0,1,8,0,8,123.0,63.0,,0.0,138.0,138.0,,,
AB548AJ,AB54 8AJ,AB,75.4,53.9,80.0,,22.0,77.8,77.8,,19.3,11.8,20.0,,1.0,19.8,19.8,,0,0,0,3,4,0,4,291.0,50.0,,20.0,421.0,421.0,,,
AB548AP,AB54 8AP,AB,40.0,44.4,79.67,,20.8,51.2,51.2,,10.0,9.1,20.0,,1.3,11.4,11.4,,0,0,0,4,14,0,14,245.0,50.0,,25.0,290.0,290.0,,,
AB548AQ,AB54 8AQ,AB,40.2,41.2,62.58,,23.0,50.5,50.5,,10.0,11.0,14.75,,10.0,11.5,11.5,,0,0,0,2,4,0,4,323.0,231.0,,116.0,427.0,427.0,,,
AB548AS,AB54 8AS,AB,40.0,45.8,80.0,,16.3,55.7,55.7,,9.3,11.2,20.0,,2.5,14.1,14.1,,0,0,0,4,12,0,12,187.0,93.0,,8.0,247.0,247.0,,,
AB548AT,AB54 8AT,AB,53.3,50.2,67.29,,13.0,53.3,53.3,,10.0,11.4,20.0,,1.0,12.2,12.2,,0,0,0,1,12,0,12,136.0,62.0,,47.0,144.0,144.0,,,
